EOM_DT,MF_NM,MF_CLASS,ASSET_CLASS,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RET_ACCT_TYPE,POS_MKT_VAL,POSITION_COUNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-06-30,PIMCO Bond Fund S,S,Bond Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,24291373.85,313,Y,Y,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,NUVEEN Growth Fund S,S,Equity Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,332861433.59,456,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-11-30,FIRST EAGLE Blend Fund C,C,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,148612241.15,488,Y,Y,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2026-01-31,NUVEEN Blend Fund INV,INV,Alternative Fund,WBS,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,369587161.02,279,Y,Y,Y,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Balanced Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,74492204.96,418,Y,Y,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-11-30,INVESCO Blend Fund A,A,Bond Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,410224458.46,209,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-02-28,VANGUARD Growth Fund C,C,Money Market Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SEP,304711492.09,87,Y,Y,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-03-31,T ROWE PRICE Blend Fund INST,INST,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,308321425.88,172,Y,N,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-07-31,FIDELITY Blend Fund C,C,International Equity Fund,PCG,ADVISORY,ADVISORY,MASTERS,IRA,470777111.79,321,Y,N,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-10-31,T ROWE PRICE Blend Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,209178820.7,414,Y,N,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-03-31,NUVEEN Estate Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,133181523.82,287,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-04-30,INVESCO Blend Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,SIM,337761183.13,33,Y,Y,N,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-06-30,VANGUARD Growth Fund C,C,Balanced Fund,PCG,ADVISORY,ADVISORY,PIM,SEP,292081621.33,352,Y,N,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-11-30,T ROWE PRICE Estate Fund S,S,Balanced Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,192717242.78,347,Y,N,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2026-03-31,CAPITAL GROUP Blend Fund A,A,Alternative Fund,FINET,ADVISORY,ADVISORY,FC/QC,SEP,319591848.31,482,Y,Y,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-03-31,CAPITAL GROUP Growth Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,MASTERS,SIM,177598075.83,452,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,227983751.62,52,Y,Y,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-11-30,T ROWE PRICE Bond Fund C,C,International Equity Fund,WBS,ADVISORY,ADVISORY,PIM,IRA,402243050.73,210,Y,Y,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-06-30,INVESCO Allocation Fund S,S,Balanced Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,416486185.85,364,Y,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-07-31,VANGUARD Bond Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,64471913.48,105,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,JPMORGAN Allocation Fund A,A,Money Market Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,IRA,181847011.15,65,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-10-31,FRANKLIN TEMPLETON Growth Fund INST,INST,International Equity Fund,WBS,BROKERAGE,BROKERAGE,BROKERAGE,SEP,423629985.67,243,Y,Y,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-02-28,VANGUARD Bond Fund A,A,Bond Fund,WFAS,BROKERAGE,BROKERAGE,PIM,QP,410824452.42,23,Y,N,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,CAPITAL GROUP Bond Fund INST,INST,Equity Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,214081950.11,6,Y,Y,N,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,FIDELITY Bond Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,411561886.56,57,Y,Y,N,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2025-01-31,VANGUARD Growth Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,124492927.45,45,Y,Y,Y,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-03-31,FIRST EAGLE Blend Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,PIM,SEP,255120762.09,215,Y,Y,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-03-31,BLACKROCK Bond Fund INST,INST,Equity Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,SIM,314546885.37,243,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-01-31,FIRST EAGLE Growth Fund INST,INST,Alternative Fund,WFAS,ADVISORY,ADVISORY,FC/QC,QP,243739745.26,219,Y,Y,N,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-03-31,INVESCO Bond Fund C,C,Money Market Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,101344586.18,93,N,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,BLACKROCK Blend Fund INST,INST,Bond Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,SEP,136358041.11,145,Y,N,N,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-06-30,INVESCO Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,72682849.0,56,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,FRANKLIN TEMPLETON Blend Fund C,C,International Equity Fund,WBS,BROKERAGE,BROKERAGE,PIM,SEP,369620823.49,294,Y,N,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-06-30,FRANKLIN TEMPLETON Value Fund INST,INST,Equity Fund,WBS,BROKERAGE,BROKERAGE,PIM,IRA,24999296.61,114,Y,Y,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-04-30,FRANKLIN TEMPLETON Estate Fund C,C,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,241022867.22,396,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-01-31,DWS FUNDS Bond Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,385545889.48,135,Y,N,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2025-02-28,PIMCO Blend Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,SIM,30790759.66,420,Y,N,N,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-09-30,FIRST EAGLE Blend Fund C,C,Bond Fund,WFAS,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,372437782.72,48,Y,N,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-09-30,AMERICAN FUNDS Bond Fund INST,INST,Money Market Fund,PCG,ADVISORY,ADVISORY,PIM,IRA,177335254.61,49,Y,N,N,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-04-30,FRANKLIN TEMPLETON Bond Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,446245357.15,302,Y,Y,Y,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,NUVEEN Blend Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SIM,143796828.97,256,Y,Y,N,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-01-31,CAPITAL GROUP Growth Fund A,A,Alternative Fund,FINET,ADVISORY,ADVISORY,MASTERS,SEP,414025929.68,379,Y,Y,N,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-01-31,INVESCO Blend Fund A,A,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,PIM,IRA,288295826.76,201,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-07-31,LORD ABBETT Bond Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,290504305.93,420,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,DWS FUNDS Blend Fund INV,INV,Equity Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,QP,430377449.72,11,Y,Y,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-07-31,CAPITAL GROUP Growth Fund A,A,Equity Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,QP,1793908.96,285,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-03-31,JPMORGAN Value Fund S,S,Bond Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,SEP,464536901.17,411,Y,Y,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2026-02-28,MFS Blend Fund A,A,Balanced Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,348845442.07,260,Y,N,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-07-31,JPMORGAN Bond Fund A,A,International Equity Fund,FINET,BROKERAGE,BROKERAGE,FC/QC,SEP,217035359.0,494,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-06-30,JPMORGAN Allocation Fund INST,INST,Alternative Fund,FINET,ADVISORY,ADVISORY,ASSET ADVISOR,QP,408726854.28,77,Y,N,N,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-04-30,NUVEEN Value Fund INV,INV,Alternative Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,365316969.39,401,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-06-30,INVESCO Allocation Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,FC/QC,SIM,94608905.11,278,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-05-31,INVESCO Allocation Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,303626038.65,192,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-11-30,JPMORGAN Bond Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,PIM,SIM,302225012.67,303,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,LORD ABBETT Blend Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,FC/QC,SEP,212921588.17,296,Y,Y,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,BLACKROCK Blend Fund INST,INST,International Equity Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,184811982.7,348,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-08-31,T ROWE PRICE Blend Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,FC/QC,QP,66345712.16,409,Y,N,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-06-30,INVESCO Bond Fund INST,INST,Alternative Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,67918938.94,346,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-09-30,CAPITAL GROUP Bond Fund INST,INST,Bond Fund,PCG,ADVISORY,ADVISORY,FC/QC,QP,427254090.52,302,Y,N,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,PIMCO Allocation Fund A,A,Bond Fund,WFAS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,220276073.28,236,Y,Y,N,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-10-31,FRANKLIN TEMPLETON Estate Fund C,C,Money Market Fund,FINET,BROKERAGE,BROKERAGE,PIM,IRA,158167094.93,495,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-02-28,FRANKLIN TEMPLETON Bond Fund INST,INST,Bond Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,150939634.43,164,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-02-28,INVESCO Bond Fund C,C,Equity Fund,WBS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,79002668.12,317,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,AMERICAN FUNDS Bond Fund INST,INST,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PIM,SIM,93267329.49,314,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-07-31,NUVEEN Estate Fund A,A,Equity Fund,FINET,BROKERAGE,BROKERAGE,PIM,SEP,8335526.05,294,Y,Y,N,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-05-31,BLACKROCK Value Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,IRA,149955986.1,440,Y,N,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-04-30,FIDELITY Blend Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,53446770.17,269,Y,Y,N,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-07-31,BLACKROCK Blend Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,NON-RETIREMENT,479694635.71,391,Y,Y,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-06-30,T ROWE PRICE Estate Fund S,S,International Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,44621801.05,367,Y,N,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2025-07-31,AMERICAN FUNDS Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,192204916.2,155,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-03-31,INVESCO Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SEP,354538937.4,407,Y,N,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,FRANKLIN TEMPLETON Estate Fund C,C,Equity Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,333220670.71,118,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2026-03-31,FIDELITY Blend Fund A,A,Money Market Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,IRA,208589435.84,408,Y,N,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-01-31,INVESCO Bond Fund C,C,Balanced Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,94983411.97,69,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-01-31,FRANKLIN TEMPLETON Blend Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,169010047.73,35,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-05-31,FIDELITY Blend Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,60967115.94,112,Y,Y,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-03-31,INVESCO Growth Fund C,C,International Equity Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,452400171.41,357,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-02-28,BLACKROCK Blend Fund A,A,International Equity Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,QP,29819269.79,169,Y,N,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,FIRST EAGLE Blend Fund C,C,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SEP,80058192.55,299,Y,Y,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-05-31,FIRST EAGLE Growth Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,PIM,SIM,450645184.4,298,Y,Y,N,FSUSAUK54B,First Eagle,US Fund Small Growth,US Fund Small Growth
2025-06-30,NUVEEN Blend Fund INV,INV,Bond Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,IRA,225139786.54,456,Y,Y,N,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-12-31,CAPITAL GROUP Growth Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,FC/QC,SIM,182025358.25,153,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2026-01-31,FIDELITY Bond Fund INST,INST,Money Market Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,474714399.98,488,Y,Y,N,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,BLACKROCK Blend Fund INST,INST,Bond Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,279895237.23,14,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-03-31,VANGUARD Bond Fund INV,INV,Money Market Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,144945372.12,279,Y,N,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,CAPITAL GROUP Blend Fund A,A,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,471337638.31,245,Y,Y,N,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-01-31,FIRST EAGLE Estate Fund INST,INST,Balanced Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,268471327.04,226,Y,N,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-05-31,MFS Blend Fund A,A,Alternative Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,375659605.88,253,Y,N,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2026-03-31,VANGUARD Bond Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,431635873.22,39,Y,Y,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,FRANKLIN TEMPLETON Growth Fund INST,INST,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,427244045.94,10,Y,N,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2026-03-31,INVESCO Allocation Fund A,A,Bond Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,91464292.54,178,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-10-31,NUVEEN Estate Fund A,A,Money Market Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,290486004.99,164,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-03-31,INVESCO Allocation Fund S,S,Bond Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,485124662.58,321,Y,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-09-30,VANGUARD Bond Fund A,A,Alternative Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,SEP,90363777.57,449,Y,N,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-02-28,PIMCO Allocation Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,IRA,410318291.55,372,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,T ROWE PRICE Bond Fund C,C,Alternative Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,173123160.07,418,Y,N,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,INVESCO Allocation Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,QP,141312185.95,296,Y,N,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-08-31,BLACKROCK Bond Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,118878182.88,479,Y,Y,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,INVESCO Bond Fund C,C,Balanced Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,374138869.6,84,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-02-28,JPMORGAN Value Fund S,S,Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,QP,33707080.63,151,Y,Y,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-02-28,VANGUARD Bond Fund A,A,Equity Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,QP,205389971.53,159,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,VANGUARD Bond Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SEP,367000641.53,129,Y,Y,N,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,PIMCO Blend Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,393433640.58,239,Y,N,N,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2026-03-31,JPMORGAN Value Fund S,S,Bond Fund,FINET,BROKERAGE,BROKERAGE,ASSET ADVISOR,NON-RETIREMENT,258001446.09,226,Y,N,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-11-30,FIDELITY Blend Fund A,A,Balanced Fund,FINET,BROKERAGE,BROKERAGE,MASTERS,SIM,370874703.71,437,Y,N,N,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-02-28,NUVEEN Value Fund INV,INV,Balanced Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,378722148.8,255,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2026-02-28,BLACKROCK Value Fund C,C,Equity Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,QP,251959105.45,83,N,Y,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-01-31,JPMORGAN Bond Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,BROKERAGE,IRA,117476452.62,476,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-05-31,INVESCO Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,64538145.72,257,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,AMERICAN FUNDS Growth Fund A,A,Balanced Fund,PCG,ADVISORY,ADVISORY,FC/QC,IRA,212334701.28,282,Y,Y,Y,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-03-31,NUVEEN Blend Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,IRA,104851744.72,66,N,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-05-31,INVESCO Allocation Fund A,A,Balanced Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,21741680.22,185,Y,Y,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-01-31,VANGUARD Bond Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,IRA,117244734.88,188,Y,N,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2025-01-31,FIDELITY Bond Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,298418166.76,183,Y,N,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
